Order_ID,Date,Restaurant,Food_Item,Category,Price,Quantity,Delivery_Time_Minutes,City,Customer_Rating,Payment_Method
101129,12-05-2024,Wok Station,Sandwich,Snacks,451.48,3,70,,4.7,UPI
101130,13-05-2024,Pizza Nation,Sandwich,Snacks,423.96,3,89,Pune,3.9,Card
101131,05-03-2024,Tandoori Express,Salad,Healthy,424.66,3,77,Delhi,1.4,Wallet
101132,21-06-2024,Cafe Aroma,Sushi,Japanese,1423.52,5,15,Kolkata,4.2,UPI
101133,11-05-2024,Sushi World,Sushi,Japanese,1374.23,0,62,Kolkata,4.5,Cash
101134,29-04-2024,Pizza Nation,Biryani,Indian,869.65,3,45,,4.9,Cash
101135,31-03-2024,Burger Hub,Noodles,Chinese,987.5,5,37,Kolkata,4.1,Card
101136,14-05-2024,Pasta Point,Paneer Tikka,Indian,253.5,3,21,delhi,3.4,Cash
101137,11-01-2024,Sushi World,Paneer Tikka,Indian,209.81,8,61,Delhi,5,Cash
101138,14-05-2024,Healthy Bites,Pizza,Fast Food,785.27,7,74,Delhi,4.1,UPI
101139,04-01-2024,Burger Hub,Biryani,Indian,121.75,7,26,bangalore,3.1,Card
101140,23-06-2024,Biryani House,Coffee,Beverages,482.78,2,63,Bangalore,4.5,Card
101141,02-05-2024,Burger Hub,Pasta,Italian,937.24,5,47,Delhi,2.6,UPI
101142,20-01-2024,Sushi World,Salad,Healthy,1106.59,3,67,Delhi,2.4,Card
101143,21-04-2024,Wok Station,Pasta,Italian,1415.75,,late,,2.6,Cash
101144,22-02-2024,Pizza Nation,Sandwich,Snacks,262.88,1,34,bangalore,1.2,Cash
101145,28-03-2024,Cafe Aroma,Burger,Fast Food,726.99,4,32,bangalore,2,UPI
101146,11-01-2024,Healthy Bites,Salad,Healthy,969.46,3,77,mumbai,2.2,Cash
101147,01-02-2024,Biryani House,Sandwich,Snacks,566.51,3,37,Pune,2.5,Card
101148,25-04-2024,Burger Hub,Coffee,Beverages,147.44,2,46,Hyderabad,4.7,UPI
101149,02-06-2024,Healthy Bites,Salad,Healthy,965.76,7,47,Pune,3.6,Wallet
101150,27-01-2024,Wok Station,Pizza,Fast Food,840.08,7,82,Kolkata,2.3,Card
101151,20-04-2024,Healthy Bites,Paneer Tikka,Indian,1296.71,4,38,Kolkata,1.6,Cash
101152,08-01-2024,Healthy Bites,Salad,Healthy,1485.83,7,68,DELHI,4.9,UPI
101153,13-05-2024,Wok Station,Sushi,Japanese,1108.65,4,87,Kolkata,3.6,Cash
101154,20-05-2024,Burger Hub,Sushi,Japanese,1443.23,2,82,DELHI,2.4,Wallet
101155,10-06-2024,Pasta Point,Paneer Tikka,Indian,288.19,2,58,Mumbai,2.4,Cash
101156,31-01-2024,Biryani House,Sandwich,Snacks,219.52,3,77,Mumbai,2.3,Card
101157,12-02-2024,Wok Station,Salad,Healthy,914.41,5,15,Mumbai,4.3,Cash
101158,08-05-2024,Wok Station,Burger,Fast Food,634.76,2,24,delhi,4.1,UPI
101159,10-06-2024,Pasta Point,Paneer Tikka,Indian,1249.12,0,88,,1.3,Card
101160,13-01-2024,Biryani House,Burger,Fast Food,331.61,4,66,Mumbai,3.5,Card
101161,15-04-2024,Burger Hub,Sushi,Japanese,705.72,7,67,Hyderabad,3.9,UPI
101162,03-06-2024,Burger Hub,Noodles,Chinese,210.74,8,16,mumbai,3.3,Cash
101163,21-03-2024,Wok Station,Salad,Healthy,453.17,4,39,DELHI,1.5,UPI
101164,invalid_date,Cafe Aroma,Noodles,Chinese,853.45,two,31,delhi,1.3,UPI
101165,18-02-2024,Sushi World,Salad,Healthy,1470.95,8,83,delhi,2.5,Card
101166,25-01-2024,Tandoori Express,Sushi,Japanese,1110.9,6,,mumbai,4.9,Cash
101167,07-05-2024,Biryani House,Biryani,Indian,435.18,8,28,DELHI,4,UPI
101168,17-04-2024,Burger Hub,Pizza,Fast Food,987.47,3,34,Kolkata,4.7,Card
101169,11-05-2024,Healthy Bites,Coffee,Beverages,1156.19,4,79,Pune,1.5,Card
101170,13-04-2024,Burger Hub,Salad,Healthy,892.84,1,85,delhi,3.5,Wallet
101171,01-01-2024,Burger Hub,Coffee,Beverages,1412.24,7,28,DELHI,1.1,Cash
101172,27-01-2024,Spice Villa,Pasta,Italian,576.01,2,56,bangalore,-1,UPI
101173,22-05-2024,Wok Station,Pizza,Fast Food,1410.64,three,68,Pune,4.8,Card
101174,25-03-2024,Cafe Aroma,Biryani,Indian,849.44,1,26,Hyderabad,1.2,UPI
101175,05-06-2024,Cafe Aroma,Sandwich,Snacks,929.48,5,48,Pune,2.4,Cash
101176,01-03-2024,Tandoori Express,Pizza,Fast Food,969.01,1,66,bangalore,4.7,Wallet
101177,06-06-2024,Biryani House,Salad,Healthy,1172.13,1,67,Pune,4.1,Wallet
101178,12-05-2024,Healthy Bites,Coffee,Beverages,625.95,7,29,Chennai,1.5,Cash
101179,02-04-2024,Pasta Point,Sandwich,Snacks,80.93,4,44,bangalore,3.7,Wallet
101180,05-04-2024,Pasta Point,Paneer Tikka,Indian,888.25,two,79,DELHI,4,Wallet
101181,16-05-2024,Healthy Bites,Coffee,Beverages,279.3,5,41,mumbai,1.5,Wallet
101182,24-03-2024,Sushi World,Biryani,Indian,1360.16,2,31,Bangalore,3.7,Wallet
101183,24-06-2024,Pasta Point,Pasta,Italian,1455.45,4,38,Mumbai,3.4,Cash
101184,04-05-2024,Cafe Aroma,Sandwich,Snacks,116.44,5,81,mumbai,3.4,Card
101185,12-02-2024,Burger Hub,Biryani,Indian,971.94,2,24,Kolkata,3.4,Card
101186,24-03-2024,Sushi World,Paneer Tikka,Indian,133.52,4,21,Mumbai,2.8,Cash
101187,24-04-2024,Spice Villa,Biryani,Indian,1338.26,8,77,Delhi,4.2,Cash
101188,08-04-2024,Tandoori Express,Paneer Tikka,Indian,292.55,2,21,delhi,-1,Wallet
101189,22-05-2024,Burger Hub,Sandwich,Snacks,1265.58,1,26,Bangalore,3.1,Wallet
101190,16-04-2024,Spice Villa,Pasta,Italian,871.52,7,51,Chennai,3.3,Wallet
101191,30-05-2024,Tandoori Express,Sushi,Japanese,276.27,6,45,Bangalore,2.4,Card
101192,02-01-2024,Tandoori Express,Paneer Tikka,Indian,263.03,2,64,Delhi,1.1,UPI
101193,30-01-2024,Pasta Point,Sushi,Japanese,912.59,2,26,Bangalore,4.3,Cash
101194,13-03-2024,Burger Hub,Biryani,Indian,762.35,7,33,Kolkata,2.1,Wallet
101195,15-04-2024,Healthy Bites,Salad,Healthy,1097.77,4,66,Delhi,2.2,UPI
101196,14-02-2024,Wok Station,Noodles,Chinese,1079.23,5,18,delhi,4.2,UPI
101197,03-01-2024,Pizza Nation,Biryani,Indian,941.34,1,89,Kolkata,2.5,UPI
101198,19-06-2024,Tandoori Express,Salad,Healthy,369.62,6,-5,DELHI,3.8,Card
101199,09-01-2024,Biryani House,Coffee,Beverages,1140.49,5,58,Hyderabad,3.3,Cash
101200,31-01-2024,Biryani House,Sandwich,Snacks,1013.9,2,80,DELHI,3.9,Cash
101201,27-05-2024,Sushi World,Coffee,Beverages,1197.84,3,13,Hyderabad,1.7,UPI
101202,12-02-2024,Spice Villa,Salad,Healthy,1120.58,2,40,Bangalore,1.6,UPI
101203,26-02-2024,Wok Station,Paneer Tikka,Indian,869.44,7,69,bangalore,4.5,Card
101204,29-05-2024,Burger Hub,Biryani,Indian,450.67,8,24,DELHI,2.8,UPI
101205,24-03-2024,Pizza Nation,Coffee,Beverages,550.18,8,73,Kolkata,1.9,UPI
101206,12-01-2024,Spice Villa,Pasta,Italian,not_available,7,16,Kolkata,1.7,Wallet
101207,01-03-2024,Biryani House,Paneer Tikka,Indian,798.4,6,57,bangalore,2.4,Cash
101208,23-02-2024,Sushi World,Burger,Fast Food,,6,18,Hyderabad,4.5,Cash
101209,16-06-2024,Spice Villa,Burger,Fast Food,317.82,6,21,Kolkata,2.9,UPI
101210,30-01-2024,Healthy Bites,Burger,Fast Food,1374.55,8,85,Delhi,3.4,UPI
101211,21-06-2024,Pizza Nation,Pasta,Italian,247.67,8,27,delhi,3.4,Wallet
101212,22-04-2024,Pizza Nation,Salad,Healthy,336.6,1,53,Mumbai,4.7,UPI
101213,18-03-2024,Tandoori Express,Burger,Fast Food,692.66,1,68,delhi,3.7,UPI
101214,27-05-2024,Spice Villa,Sushi,Japanese,483.92,7,27,DELHI,4.4,UPI
101215,07-04-2024,Tandoori Express,Paneer Tikka,Indian,104.3,4,56,delhi,2.4,Cash
101216,06-02-2024,Healthy Bites,Biryani,Indian,262.05,8,22,bangalore,2.8,Card
101217,invalid_date,Pasta Point,Sandwich,Snacks,630.06,3,13,Chennai,1.3,Cash
101218,22-01-2024,Pizza Nation,Salad,Healthy,309.97,8,31,Hyderabad,1.2,Cash
101219,24-06-2024,Sushi World,Salad,Healthy,1301.22,2,43,Delhi,1.6,UPI
101220,04-04-2024,Burger Hub,Sushi,Japanese,257.07,7,82,mumbai,3.6,Cash
101221,28-01-2024,Biryani House,Noodles,Chinese,1185.3,5,32,mumbai,2,Wallet
101222,12-04-2024,Burger Hub,Salad,Healthy,868.02,2,-5,delhi,1.4,Wallet
101223,28-01-2024,Cafe Aroma,Pasta,Italian,853.01,6,28,,4.5,Cash
101224,14-03-2024,Pizza Nation,Coffee,Beverages,140.28,4,,Kolkata,1.2,Card
101225,15-05-2024,Tandoori Express,Coffee,Beverages,648.88,4,-5,Chennai,3.1,Wallet
101226,22-04-2024,Healthy Bites,Salad,Healthy,122.15,1,35,bangalore,1.6,Wallet
101227,20-03-2024,Spice Villa,Salad,Healthy,not_available,8,,Pune,2.7,Cash
101228,18-01-2024,Pizza Nation,Pizza,Fast Food,,5,late,Hyderabad,4.8,Card
101229,10-01-2024,Burger Hub,Paneer Tikka,Indian,1028.15,6,15,mumbai,3.4,Wallet
101230,16-04-2024,Healthy Bites,Salad,Healthy,779.81,2,85,Kolkata,1.5,Card
101231,04-03-2024,Cafe Aroma,Pizza,Fast Food,1436.74,8,16,DELHI,3.3,Card
101232,04-01-2024,Spice Villa,Salad,Healthy,1058.22,5,24,mumbai,2.8,UPI
101233,19-06-2024,Spice Villa,Salad,Healthy,,3,62,Pune,1.6,Card
101234,06-01-2024,Wok Station,Pizza,Fast Food,1214.84,8,24,Kolkata,2.8,Card
101235,31-01-2024,Burger Hub,Sandwich,Snacks,1288.99,7,48,Bangalore,1.6,UPI
101236,22-03-2024,Biryani House,Paneer Tikka,Indian,610.79,3,,delhi,2.7,UPI
101237,31-05-2024,Cafe Aroma,Biryani,Indian,505.37,2,75,DELHI,3.7,Wallet
101238,28-02-2024,Wok Station,Sandwich,Snacks,1111.21,8,16,mumbai,3.4,Cash
101239,21-05-2024,Cafe Aroma,Paneer Tikka,Indian,686.55,4,46,Bangalore,4.2,Wallet
101240,28-06-2024,Pizza Nation,Noodles,Chinese,733.54,7,15,Hyderabad,4.7,Wallet
101241,03-01-2024,Wok Station,Salad,Healthy,456.06,1,75,Bangalore,1.3,Cash
101242,01-01-2024,Spice Villa,Salad,Healthy,1405.45,4,62,Hyderabad,3.2,UPI
101243,08-02-2024,Wok Station,Sushi,Japanese,1069.3,1,27,Kolkata,2.6,Wallet
101244,04-03-2024,Healthy Bites,Paneer Tikka,Indian,111.32,2,24,Hyderabad,4,UPI
101245,12-04-2024,Cafe Aroma,Biryani,Indian,382.95,1,41,,2,Cash
101246,09-01-2024,Pasta Point,Pasta,Italian,475.35,3,88,,2.3,Card
101247,17-01-2024,Burger Hub,Sushi,Japanese,671.28,8,71,DELHI,4.7,Card
101248,23-04-2024,Wok Station,Paneer Tikka,Indian,856.2,0,80,Kolkata,2.1,Cash
101249,04-03-2024,Pasta Point,Biryani,Indian,1385.15,5,88,Hyderabad,3.5,Wallet
101250,21-03-2024,Wok Station,Paneer Tikka,Indian,1401.04,5,21,Delhi,3.4,Cash
101251,26-06-2024,Healthy Bites,Pizza,Fast Food,930.73,8,41,delhi,2.5,Cash
101252,14-06-2024,Pizza Nation,Coffee,Beverages,1114.04,7,50,Kolkata,4.9,Card
101253,15-05-2024,Pasta Point,Noodles,Chinese,618.16,-1,83,mumbai,1.5,UPI
101254,15-04-2024,Tandoori Express,Burger,Fast Food,1498.07,5,81,bangalore,2.7,Card
101255,26-05-2024,Burger Hub,Pasta,Italian,1402.58,6,66,mumbai,4.6,Card
101256,07-04-2024,Sushi World,Biryani,Indian,1223.48,two,57,Pune,2.6,UPI
101257,26-06-2024,Pasta Point,Salad,Healthy,156.95,6,54,bangalore,1.2,UPI
101258,12-04-2024,Pizza Nation,Pasta,Italian,497.64,8,71,Bangalore,2.9,Cash
101259,12-05-2024,Burger Hub,Salad,Healthy,331.17,2,74,Delhi,2,Cash
101260,14-02-2024,Burger Hub,Sandwich,Snacks,916.11,8,81,Bangalore,4.5,Wallet
101261,12-02-2024,Tandoori Express,Burger,Fast Food,1491.79,5,64,Kolkata,3.9,Card
101262,04-04-2024,Biryani House,Biryani,Indian,690.72,7,78,Kolkata,,UPI
101263,09-03-2024,Spice Villa,Sushi,Japanese,871.64,6,56,Pune,4.9,Wallet
101264,09-02-2024,Tandoori Express,Sushi,Japanese,484.99,3,19,Chennai,4.8,Card
101265,16-03-2024,Healthy Bites,Sandwich,Snacks,1117.98,2,60,Pune,2,UPI
101266,16-01-2024,Spice Villa,Coffee,Beverages,,2,55,delhi,3.6,Wallet
101267,07-02-2024,Burger Hub,Biryani,Indian,1094.96,7,39,Mumbai,3.2,Card
101268,18-04-2024,Tandoori Express,Biryani,Indian,1298.13,7,74,DELHI,4.6,Card
101269,25-06-2024,Tandoori Express,Sushi,Japanese,1436.83,7,late,Hyderabad,4.5,UPI
101270,08-05-2024,Wok Station,Coffee,Beverages,991.34,6,86,mumbai,3.1,Wallet
101271,21-03-2024,Healthy Bites,Paneer Tikka,Indian,1483.2,3,86,,5,UPI
101272,18-05-2024,Pizza Nation,Coffee,Beverages,718.17,7,21,bangalore,4.9,Card
101273,27-01-2024,Tandoori Express,Pasta,Italian,369.3,4,30,delhi,2,Wallet
101274,27-05-2024,Cafe Aroma,Burger,Fast Food,303.11,4,76,Mumbai,4.7,UPI
101275,12-01-2024,Pizza Nation,Pasta,Italian,not_available,1,-5,Kolkata,2.5,Wallet
101276,22-03-2024,Pizza Nation,Salad,Healthy,not_available,2,40,Pune,2.2,Cash
101277,21-03-2024,Wok Station,Paneer Tikka,Indian,1196.36,3,49,delhi,4.9,Cash
101278,25-03-2024,Sushi World,Burger,Fast Food,1492.31,7,10,Hyderabad,4.3,Wallet
101279,14-06-2024,Pizza Nation,Coffee,Beverages,1362.17,,44,Bangalore,1.1,Card
101280,31-05-2024,Pizza Nation,Pizza,Fast Food,1346.37,5,,Hyderabad,3.5,Wallet
101281,06-04-2024,Wok Station,Burger,Fast Food,601.54,4,80,Hyderabad,3.2,Wallet
101282,30-04-2024,Cafe Aroma,Pasta,Italian,1194.57,7,76,Pune,3.3,Wallet
101283,06-01-2024,Pizza Nation,Paneer Tikka,Indian,606.81,3,19,Mumbai,4.6,UPI
101284,17-02-2024,Pizza Nation,Burger,Fast Food,1331.27,6,90,mumbai,3.2,Cash
101285,31-01-2024,Burger Hub,Sandwich,Snacks,1472.17,3,69,Chennai,3,Card
101286,31-05-2024,Spice Villa,Pizza,Fast Food,626.84,2,80,DELHI,1.4,Wallet
101287,03-02-2024,Spice Villa,Sushi,Japanese,936.49,2,43,Kolkata,2.5,Card
101288,07-05-2024,Pasta Point,Sushi,Japanese,1265.71,3,late,,4.5,Cash
101289,04-02-2024,Pizza Nation,Burger,Fast Food,391.77,6,16,Chennai,1.8,UPI
101290,12-05-2024,Spice Villa,Sandwich,Snacks,947.66,5,-5,,4.8,Card
101291,13-06-2024,Sushi World,Coffee,Beverages,1491.03,6,17,Delhi,4.8,Cash
101292,21-03-2024,Healthy Bites,Pizza,Fast Food,81.46,8,23,delhi,3.6,Cash
101293,31-05-2024,Sushi World,Noodles,Chinese,1304.32,3,14,Delhi,4.2,Cash
101294,14-06-2024,Tandoori Express,Coffee,Beverages,1258.57,5,51,Hyderabad,1.9,Wallet
101295,30-01-2024,Healthy Bites,Salad,Healthy,382.94,6,42,,2.9,Cash
101296,19-01-2024,Wok Station,Paneer Tikka,Indian,1467.91,5,20,Bangalore,4.1,Cash
101297,02-04-2024,Pasta Point,Pasta,Italian,1022.86,3,late,Kolkata,4.1,UPI
101298,05-03-2024,Spice Villa,Noodles,Chinese,165.88,7,-5,Kolkata,3.2,UPI
101299,14-01-2024,Tandoori Express,Sandwich,Snacks,531.45,5,27,Chennai,2.3,Card
101300,03-01-2024,Cafe Aroma,Burger,Fast Food,960.22,6,30,Kolkata,1.7,Card
101301,28-04-2024,Pizza Nation,Noodles,Chinese,973.1,2,22,bangalore,5,Cash
101302,invalid_date,Burger Hub,Paneer Tikka,Indian,1223.73,8,16,,1.7,Card
101303,16-02-2024,Pasta Point,Biryani,Indian,1403.68,2,10,Bangalore,3.7,Card
101304,16-02-2024,Burger Hub,Burger,Fast Food,673.11,1,24,Bangalore,4.5,Card
101305,20-05-2024,Healthy Bites,Coffee,Beverages,702.05,8,34,Bangalore,2.9,Card
101306,04-01-2024,Sushi World,Burger,Fast Food,1257.51,three,89,Hyderabad,2.2,Cash
101307,09-06-2024,Tandoori Express,Burger,Fast Food,1411.52,7,,delhi,3.2,UPI
101308,28-03-2024,Healthy Bites,Noodles,Chinese,327.45,6,41,Bangalore,3.7,Wallet
101309,22-04-2024,Burger Hub,Pizza,Fast Food,1448.53,7,80,Delhi,3.2,UPI
101310,27-06-2024,Wok Station,Coffee,Beverages,1045.91,4,82,Bangalore,2.2,UPI
101311,03-01-2024,Burger Hub,Burger,Fast Food,731.04,3,11,Mumbai,3.5,Wallet
101312,18-06-2024,Tandoori Express,Noodles,Chinese,635.45,8,33,,3.5,UPI
101313,18-05-2024,Sushi World,Biryani,Indian,1295.54,-1,63,bangalore,1,Card
101314,22-06-2024,Burger Hub,Biryani,Indian,1362.05,7,27,Chennai,1,Card
101315,20-03-2024,Wok Station,Paneer Tikka,Indian,851.1,3,85,Delhi,4.1,UPI
101316,28-04-2024,Cafe Aroma,Biryani,Indian,1332.87,3,55,Delhi,1.3,UPI
101317,26-01-2024,Biryani House,Burger,Fast Food,1217.64,4,80,Hyderabad,,UPI
101318,29-01-2024,Pasta Point,Pizza,Fast Food,824.69,8,56,Mumbai,2.7,Card
101319,07-04-2024,Wok Station,Noodles,Chinese,1117.07,8,70,Delhi,3.8,Cash
101320,14-02-2024,Sushi World,Noodles,Chinese,1167.13,4,late,mumbai,3.3,Card
101321,16-03-2024,Burger Hub,Sushi,Japanese,1493.51,8,16,Pune,1.9,UPI
101322,02-04-2024,Spice Villa,Pasta,Italian,,4,77,,1.3,UPI
101323,26-02-2024,Spice Villa,Burger,Fast Food,1123.4,4,45,DELHI,3.8,Wallet
101324,08-05-2024,Pasta Point,Coffee,Beverages,260.61,4,34,Bangalore,,Cash
101325,26-04-2024,Tandoori Express,Salad,Healthy,84.1,1,86,bangalore,4.3,Cash
101326,24-06-2024,Wok Station,Paneer Tikka,Indian,1170.43,3,21,delhi,4.5,Wallet
101327,18-05-2024,Cafe Aroma,Sushi,Japanese,138.04,4,13,delhi,4.4,Wallet
101328,22-05-2024,Spice Villa,Salad,Healthy,195.25,2,11,bangalore,2.5,Wallet
101329,28-05-2024,Burger Hub,Coffee,Beverages,1074.61,2,60,mumbai,1.2,Card
101330,invalid_date,Biryani House,Burger,Fast Food,635.95,5,34,Pune,3.3,Wallet
101331,06-03-2024,Biryani House,Pasta,Italian,1282.04,7,25,bangalore,4.9,UPI
101332,24-06-2024,Wok Station,Noodles,Chinese,458.51,1,73,,3.4,Wallet
101333,04-02-2024,Sushi World,Pasta,Italian,1368.56,7,35,mumbai,4.2,Wallet
101334,25-06-2024,Pasta Point,Pasta,Italian,597.83,4,35,delhi,1.1,Card
101335,09-03-2024,Biryani House,Sandwich,Snacks,610.88,6,59,Chennai,3.3,Wallet
101336,24-05-2024,Tandoori Express,Paneer Tikka,Indian,1418.69,6,56,mumbai,2.7,Wallet
101337,14-03-2024,Healthy Bites,Salad,Healthy,622.88,7,45,Kolkata,1.7,Cash
101338,06-02-2024,Pasta Point,Paneer Tikka,Indian,1410.32,5,53,Bangalore,2.6,Wallet
101339,30-05-2024,Tandoori Express,Salad,Healthy,338.05,4,late,mumbai,4.1,UPI
101340,10-02-2024,Pizza Nation,Salad,Healthy,486,5,84,delhi,4.2,Card
101341,23-06-2024,Tandoori Express,Noodles,Chinese,1229.62,7,68,Delhi,4.8,Cash
101342,22-05-2024,Wok Station,Coffee,Beverages,1386.05,2,80,DELHI,4.7,UPI
101343,14-06-2024,Tandoori Express,Noodles,Chinese,330.23,8,73,Pune,,Cash
101344,12-04-2024,Cafe Aroma,Sandwich,Snacks,1322.94,4,69,bangalore,3.3,UPI
101345,04-04-2024,Biryani House,Biryani,Indian,475.69,6,66,Kolkata,1.3,Cash
101346,19-02-2024,Burger Hub,Burger,Fast Food,767.06,3,,Delhi,4.4,Card
101347,12-02-2024,Healthy Bites,Biryani,Indian,255.25,7,90,Mumbai,3,Cash
101348,10-06-2024,Cafe Aroma,Biryani,Indian,578.51,7,13,Mumbai,1.7,Card
101349,23-04-2024,Pasta Point,Pasta,Italian,580.19,4,28,Hyderabad,3.6,UPI
101350,28-02-2024,Healthy Bites,Sandwich,Snacks,82.02,8,38,delhi,1.9,Card
101351,31-01-2024,Biryani House,Burger,Fast Food,1368.51,8,-5,DELHI,4.2,UPI
101352,22-06-2024,Burger Hub,Salad,Healthy,777.78,2,80,DELHI,4.9,Cash
101353,08-03-2024,Cafe Aroma,Coffee,Beverages,1162.1,5,71,Mumbai,2.8,UPI
101354,23-05-2024,Spice Villa,Pasta,Italian,1385.89,2,47,,1.6,UPI
101355,09-04-2024,Spice Villa,Pasta,Italian,582.31,-1,53,Pune,3.6,Wallet
101356,04-05-2024,Pizza Nation,Biryani,Indian,242.93,,45,Mumbai,1.9,Card
101357,14-03-2024,Wok Station,Pizza,Fast Food,99.24,4,32,Mumbai,1.2,Wallet
101358,04-04-2024,Cafe Aroma,Noodles,Chinese,,three,32,,3.6,Card
101359,06-04-2024,Pizza Nation,Pizza,Fast Food,1384,7,82,Mumbai,1.4,Card
101360,19-01-2024,Wok Station,Coffee,Beverages,1222.89,two,-5,Pune,3.7,Wallet
101361,28-04-2024,Spice Villa,Pizza,Fast Food,207.52,4,65,Pune,3.5,Wallet
101362,17-02-2024,Burger Hub,Salad,Healthy,822.97,3,71,Pune,4.2,Wallet
101363,23-02-2024,Biryani House,Burger,Fast Food,1067.54,8,63,Pune,4.4,Card
101364,12-06-2024,Pizza Nation,Biryani,Indian,974.55,5,75,Mumbai,4.1,Cash
101365,13-03-2024,Burger Hub,Pasta,Italian,912.25,1,72,Chennai,2.1,Card
101366,07-05-2024,Burger Hub,Coffee,Beverages,81.69,8,49,Hyderabad,4.1,Wallet
101367,06-03-2024,Biryani House,Paneer Tikka,Indian,1336.44,4,54,Delhi,5,Cash
101368,06-06-2024,Sushi World,Salad,Healthy,1072.62,1,59,Chennai,3.3,Wallet
101369,03-01-2024,Pizza Nation,Pizza,Fast Food,882.91,7,36,Bangalore,-1,Cash
101370,14-05-2024,Wok Station,Pasta,Italian,667.21,5,20,Kolkata,3.5,Card
101371,15-03-2024,Cafe Aroma,Paneer Tikka,Indian,480,4,52,mumbai,4.5,Card
101372,07-03-2024,Tandoori Express,Pizza,Fast Food,641.64,4,41,Chennai,4.8,Card
101373,02-02-2024,Healthy Bites,Biryani,Indian,1325.44,3,16,Chennai,3,UPI
101374,26-05-2024,Wok Station,Paneer Tikka,Indian,1332.92,5,30,Delhi,1,UPI
101375,27-03-2024,Biryani House,Pizza,Fast Food,760.08,6,90,Hyderabad,2.7,UPI
101376,05-06-2024,Burger Hub,Pasta,Italian,140.93,7,58,Delhi,1.6,Cash
101377,01-06-2024,Pasta Point,Pasta,Italian,1185.87,8,60,Bangalore,3.1,Card
101378,18-02-2024,Burger Hub,Coffee,Beverages,690.95,4,43,Bangalore,3.2,Wallet
101379,14-04-2024,Sushi World,Salad,Healthy,396.41,6,,Pune,1.8,UPI
101380,28-05-2024,Sushi World,Burger,Fast Food,729.68,7,23,,-1,Wallet
101381,13-01-2024,Burger Hub,Sandwich,Snacks,-383,3,45,Pune,3.3,Cash
101382,03-04-2024,Biryani House,Coffee,Beverages,171.46,1,50,DELHI,1.9,UPI
101383,09-02-2024,Healthy Bites,Sandwich,Snacks,679.42,8,30,Mumbai,1.5,Cash
101384,05-03-2024,Burger Hub,Pasta,Italian,649.81,4,11,Chennai,1.9,Cash
101385,29-03-2024,Cafe Aroma,Pizza,Fast Food,598.58,8,28,Bangalore,3.4,UPI
101386,13-02-2024,Spice Villa,Burger,Fast Food,605.68,two,81,Mumbai,4.3,Card
101387,03-02-2024,Burger Hub,Pasta,Italian,500.33,1,30,Bangalore,3.6,Cash
101388,11-06-2024,Cafe Aroma,Coffee,Beverages,447.7,8,23,Bangalore,2.9,Card
101389,28-02-2024,Pizza Nation,Salad,Healthy,1262.01,3,16,Chennai,3.6,UPI
101390,10-04-2024,Spice Villa,Coffee,Beverages,1318.54,three,84,mumbai,2.4,Card
101391,22-01-2024,Spice Villa,Sandwich,Snacks,769.36,8,19,Delhi,1.4,Cash
101392,26-04-2024,Biryani House,Sandwich,Snacks,139.59,7,88,Chennai,4.7,Card
101393,29-01-2024,Sushi World,Burger,Fast Food,580.58,5,32,DELHI,3.9,UPI
101394,06-02-2024,Biryani House,Pasta,Italian,1142.78,8,12,DELHI,2.2,Wallet
101395,21-02-2024,Tandoori Express,Noodles,Chinese,997.39,4,10,mumbai,4.3,Card
101396,05-04-2024,Burger Hub,Coffee,Beverages,1273.68,6,69,bangalore,1,Card
101397,19-04-2024,Healthy Bites,Pizza,Fast Food,524.77,8,89,Mumbai,1.7,UPI
101398,invalid_date,Pasta Point,Paneer Tikka,Indian,460.57,8,31,delhi,2.4,Wallet
101399,19-01-2024,Wok Station,Noodles,Chinese,1229.52,6,30,bangalore,2.1,UPI
101400,09-02-2024,Spice Villa,Burger,Fast Food,528.44,7,41,DELHI,3.9,Card
101401,28-01-2024,Burger Hub,Pasta,Italian,187.92,1,80,Kolkata,1.8,Cash
101402,14-02-2024,Tandoori Express,Burger,Fast Food,1289.37,3,late,Bangalore,1.4,Card
101403,29-05-2024,Pizza Nation,Sandwich,Snacks,844.42,7,61,Bangalore,1,Card
101404,07-05-2024,Wok Station,Sandwich,Snacks,not_available,1,late,Kolkata,3,Wallet
101405,31-01-2024,Pasta Point,Biryani,Indian,1181.83,7,61,,4.1,UPI
101406,19-03-2024,Tandoori Express,Biryani,Indian,238.75,7,32,Delhi,1.7,Card
101407,28-06-2024,Healthy Bites,Pasta,Italian,388.08,5,75,delhi,3.3,Wallet
101408,27-06-2024,Biryani House,Paneer Tikka,Indian,1159.7,5,77,,1.6,Cash
101409,18-05-2024,Sushi World,Burger,Fast Food,679.59,,,Kolkata,4,Wallet
101410,11-02-2024,Pizza Nation,Biryani,Indian,not_available,4,10,Hyderabad,3.2,UPI
101411,22-05-2024,Healthy Bites,Paneer Tikka,Indian,,8,41,Mumbai,1.7,Wallet
101412,13-04-2024,Sushi World,Biryani,Indian,658.66,6,90,Chennai,4.7,Cash
101413,27-02-2024,Cafe Aroma,Biryani,Indian,1450.49,2,74,DELHI,1.8,Cash
101414,invalid_date,Wok Station,Sandwich,Snacks,397.8,8,18,Chennai,2.3,Wallet
101415,16-06-2024,Pizza Nation,Salad,Healthy,679.94,6,31,Mumbai,4.6,Cash
101416,28-05-2024,Spice Villa,Paneer Tikka,Indian,711.32,8,24,Pune,3.4,UPI
